Servicio Meteorológico Nacional
Red: SMN
Estación: CHAPALA
Estado: Jalisco
Municipio: Chapala
Latitud (N): 20.29027778
Longitud (O): -103.2016667
Altitud: 1493

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2023-04-04 02:40:00,2023-04-04 08:40:00,277.0,291.0,5.4,9.6,20.2,35,846.5,0,,
2023-04-04 02:30:00,2023-04-04 08:30:00,269.0,284.0,6.5,11.2,20.3,35,846.6,0,,
2023-04-04 02:20:00,2023-04-04 08:20:00,270.0,247.0,8.1,16.9,20.4,35,846.6,0,,
2023-04-04 02:10:00,2023-04-04 08:10:00,267.0,218.0,8.2,12.5,20.4,34,846.7,0,,
2023-04-04 02:00:00,2023-04-04 08:00:00,270.0,264.0,9.1,15.1,20.5,33,846.7,0,,
2023-04-04 01:50:00,2023-04-04 07:50:00,268.0,278.0,9.5,14.2,20.6,30,846.8,0,,
2023-04-04 01:40:00,2023-04-04 07:40:00,268.0,269.0,10.3,15.7,20.6,32,846.9,0,,
2023-04-04 01:30:00,2023-04-04 07:30:00,272.0,247.0,9.1,17.5,20.7,35,847.1,0,,
2023-04-04 01:20:00,2023-04-04 07:20:00,275.0,267.0,10,15.3,20.9,34,847.1,0,,
2023-04-04 01:10:00,2023-04-04 07:10:00,263.0,229.0,10.4,16.2,21.2,34,847.2,0,,
2023-04-04 01:00:00,2023-04-04 07:00:00,259.0,242.0,12,19.6,21.2,34,847.2,0,,
2023-04-04 00:50:00,2023-04-04 06:50:00,272.0,293.0,8.8,14.7,21.2,31,847.3,0,,
2023-04-04 00:40:00,2023-04-04 06:40:00,268.0,246.0,14.1,28.3,21.6,39,847.3,0,,
2023-04-04 00:30:00,2023-04-04 06:30:00,267.0,254.0,12.5,24.4,21.6,36,847.5,0,,
2023-04-04 00:20:00,2023-04-04 06:20:00,264.0,245.0,15,29.4,21.9,40,847.6,0,,
2023-04-04 00:10:00,2023-04-04 06:10:00,250.0,247.0,23,36.4,22.2,41,847.6,0,,
2023-04-04 00:00:00,2023-04-04 06:00:00,257.0,234.0,14.9,30.9,22.4,35,847.7,0,,
2023-04-03 23:50:00,2023-04-04 05:50:00,258.0,247.0,12.6,21.5,22.6,32,847.7,0,,
2023-04-03 23:40:00,2023-04-04 05:40:00,261.0,244.0,10.9,17.2,22.7,30,847.8,0,,
2023-04-03 23:30:00,2023-04-04 05:30:00,267.0,236.0,9.2,16.7,22.8,28,847.8,0,,
2023-04-03 23:20:00,2023-04-04 05:20:00,273.0,269.0,7.7,13.6,22.9,27,847.8,0,,
2023-04-03 23:10:00,2023-04-04 05:10:00,279.0,238.0,9.3,17.9,23,28,847.7,0,,
2023-04-03 23:00:00,2023-04-04 05:00:00,265.0,247.0,13.3,24.7,23,34,847.6,0,,
2023-04-03 22:50:00,2023-04-04 04:50:00,237.0,230.0,33.6,40.5,22.8,49,847.3,0,,
2023-04-03 22:40:00,2023-04-04 04:40:00,244.0,235.0,33.6,41.2,23,46,847,0,,
2023-04-03 22:30:00,2023-04-04 04:30:00,248.0,248.0,31.6,43.5,23,45,846.9,0,,
2023-04-03 22:20:00,2023-04-04 04:20:00,247.0,239.0,31.3,41.3,23,45,846.8,0,,
2023-04-03 22:10:00,2023-04-04 04:10:00,250.0,243.0,25.9,39,23.3,45,846.8,0,,
2023-04-03 22:00:00,2023-04-04 04:00:00,247.0,249.0,32.3,41.9,23.5,43,846.5,0,,
2023-04-03 21:50:00,2023-04-04 03:50:00,245.0,248.0,31,44.2,23.8,41,846.4,0,,
2023-04-03 21:40:00,2023-04-04 03:40:00,244.0,237.0,30.5,40.6,24,44,846.3,0,,
2023-04-03 21:30:00,2023-04-04 03:30:00,247.0,248.0,26.8,36.2,24.3,43,846.2,0,,
2023-04-03 21:20:00,2023-04-04 03:20:00,250.0,242.0,24.6,37.3,24.6,42,846,0,,
2023-04-03 21:10:00,2023-04-04 03:10:00,251.0,244.0,25,36.9,24.8,42,845.8,0,,
2023-04-03 21:00:00,2023-04-04 03:00:00,249.0,242.0,20.9,35.3,25,45,845.7,0,,
2023-04-03 20:50:00,2023-04-04 02:50:00,247.0,245.0,25.3,33.1,25.2,43,845.6,0,,
2023-04-03 20:40:00,2023-04-04 02:40:00,248.0,247.0,30.2,40.5,25.6,41,845.2,0,,
2023-04-03 20:30:00,2023-04-04 02:30:00,246.0,251.0,36,43.6,26,39,845,0,,
2023-04-03 20:20:00,2023-04-04 02:20:00,246.0,246.0,35.2,45.2,26.4,39,844.7,0,,
2023-04-03 20:10:00,2023-04-04 02:10:00,251.0,247.0,21,32.4,26.9,31,844.7,0,,
2023-04-03 20:00:00,2023-04-04 02:00:00,258.0,248.0,18.4,29.4,27.2,30,844.6,0,,
2023-04-03 19:50:00,2023-04-04 01:50:00,252.0,240.0,22.1,40.4,27.7,31,844.3,0,,
2023-04-03 19:40:00,2023-04-04 01:40:00,252.0,248.0,21.9,39.3,28,32,844.2,0,,
2023-04-03 19:30:00,2023-04-04 01:30:00,253.0,246.0,21.9,37.5,28.2,33,844,0,,
2023-04-03 19:20:00,2023-04-04 01:20:00,266.0,239.0,13.7,25.1,27.9,30,844,0,,
2023-04-03 19:10:00,2023-04-04 01:10:00,273.0,291.0,10.9,18.2,27.9,37,843.9,0,,
2023-04-03 19:00:00,2023-04-04 01:00:00,243.0,246.0,19.7,26,28.2,46,843.7,0,,
2023-04-03 18:50:00,2023-04-04 00:50:00,228.0,232.0,22.2,28.4,28.7,44,843.5,0,,
2023-04-03 18:40:00,2023-04-04 00:40:00,232.0,231.0,24.4,29.5,29.1,46,843.4,0,,
2023-04-03 18:30:00,2023-04-04 00:30:00,242.0,242.0,28.2,33.5,29.6,40,843.2,0,,
2023-04-03 18:20:00,2023-04-04 00:20:00,249.0,252.0,19.8,31.8,30.3,33,843.2,0,,
2023-04-03 18:10:00,2023-04-04 00:10:00,250.0,243.0,17.1,30.7,30.6,31,843.1,0,,
2023-04-03 18:00:00,2023-04-04 00:00:00,251.0,238.0,14.4,25.7,31.1,24,843.1,0,,
2023-04-03 17:50:00,2023-04-03 23:50:00,265.0,273.0,11,17,30.8,23,843.1,0,,
2023-04-03 17:40:00,2023-04-03 23:40:00,242.0,243.0,11.6,18.1,30.9,31,843.2,0,,
2023-04-03 17:30:00,2023-04-03 23:30:00,234.0,225.0,9.7,14.3,31.2,29,843.2,0,,
2023-04-03 17:20:00,2023-04-03 23:20:00,220.0,218.0,11.9,16.6,31.4,30,843.2,0,,
2023-04-03 17:10:00,2023-04-03 23:10:00,225.0,241.0,11.6,17.7,31.7,29,843.2,0,,
2023-04-03 17:00:00,2023-04-03 23:00:00,235.0,206.0,9.3,11.9,31.6,26,843.3,0,,
2023-04-03 16:50:00,2023-04-03 22:50:00,227.0,227.0,7.5,11.5,31.3,25,843.4,0,,
2023-04-03 12:40:00,2023-04-03 18:40:00,208.0,234.0,7.2,10.4,28.3,31,847.2,0,,
2023-04-03 12:30:00,2023-04-03 18:30:00,209.0,224.0,7,9.7,28.2,31,847.4,0,,
2023-04-03 12:20:00,2023-04-03 18:20:00,201.0,210.0,6.7,9.6,28,32,847.5,0,,
2023-04-03 12:10:00,2023-04-03 18:10:00,207.0,210.0,5.9,8.5,27.7,32,847.7,0,,
2023-04-03 12:00:00,2023-04-03 18:00:00,197.0,196.0,5.6,7.7,27.2,32,847.8,0,,
2023-04-03 11:50:00,2023-04-03 17:50:00,190.0,182.0,6.2,8.5,26.3,33,848,0,,
2023-04-03 11:40:00,2023-04-03 17:40:00,181.0,180.0,6.1,7.8,25.8,34,848.1,0,,
2023-04-03 11:30:00,2023-04-03 17:30:00,181.0,179.0,6.5,8.6,26,35,848.2,0,,
2023-04-03 11:20:00,2023-04-03 17:20:00,197.0,201.0,6,8,26.3,34,848.3,0,,
2023-04-03 11:10:00,2023-04-03 17:10:00,210.0,198.0,6,8.9,25.9,35,848.4,0,,
2023-04-03 11:00:00,2023-04-03 17:00:00,221.0,223.0,6.5,8.8,25.6,37,848.5,0,,
2023-04-03 10:50:00,2023-04-03 16:50:00,217.0,214.0,7.4,9.5,25.1,40,848.6,0,,
2023-04-03 10:40:00,2023-04-03 16:40:00,227.0,242.0,7.7,10.3,24.4,42,848.6,0,,
2023-04-03 10:30:00,2023-04-03 16:30:00,235.0,234.0,9.1,10.9,24.5,42,848.6,0,,
2023-04-03 10:20:00,2023-04-03 16:20:00,231.0,227.0,9.6,11.7,24.8,42,848.6,0,,
2023-04-03 10:10:00,2023-04-03 16:10:00,230.0,219.0,8.2,11.2,25,41,848.7,0,,
2023-04-03 10:00:00,2023-04-03 16:00:00,224.0,230.0,6.9,10.4,24.9,42,848.7,0,,
2023-04-03 09:50:00,2023-04-03 15:50:00,220.0,234.0,6.3,9.7,24.7,39,848.7,0,,
2023-04-03 09:40:00,2023-04-03 15:40:00,185.0,178.0,4.5,6.8,24.8,37,848.7,0,,
2023-04-03 09:30:00,2023-04-03 15:30:00,184.0,214.0,4.2,6,25.1,36,848.7,0,,
2023-04-03 09:20:00,2023-04-03 15:20:00,209.0,198.0,4.4,6.9,24.7,35,848.6,0,,
2023-04-03 09:10:00,2023-04-03 15:10:00,214.0,224.0,4.8,6.8,24.3,35,848.6,0,,
2023-04-03 09:00:00,2023-04-03 15:00:00,225.0,236.0,4.7,7.6,23.9,34,848.6,0,,
2023-04-03 08:50:00,2023-04-03 14:50:00,246.0,219.0,6.8,11.2,24.1,34,848.6,0,,
2023-04-03 08:40:00,2023-04-03 14:40:00,266.0,286.0,2.4,4.4,23.8,33,848.5,0,,
2023-04-03 08:30:00,2023-04-03 14:30:00,46.0,176.0,2.9,5,23,36,848.5,0,,
2023-04-03 08:20:00,2023-04-03 14:20:00,132.0,107.0,4,6.6,22.6,38,848.4,0,,
2023-04-03 08:10:00,2023-04-03 14:10:00,100.0,65.0,3.7,6.9,22,37,848.4,0,,
2023-04-03 08:00:00,2023-04-03 14:00:00,98.0,101.0,4.5,6.1,21.3,39,848.3,0,,
2023-04-03 07:50:00,2023-04-03 13:50:00,94.0,102.0,5,6.1,21,39,848.2,0,,
2023-04-03 07:40:00,2023-04-03 13:40:00,61.0,49.0,4.9,6.7,20.2,38,848,0,132,
2023-04-03 07:30:00,2023-04-03 13:30:00,84.0,85.0,4.7,6.1,19.4,41,847.9,0,106,
2023-04-03 07:20:00,2023-04-03 13:20:00,68.0,93.0,3.3,4.6,19,41,847.8,0,67,
2023-04-03 07:10:00,2023-04-03 13:10:00,54.0,54.0,4.6,6.3,18.8,41,847.7,0,23,
2023-04-03 07:00:00,2023-04-03 13:00:00,42.0,73.0,1.7,3.9,18.8,41,847.6,0,9,
2023-04-03 06:50:00,2023-04-03 12:50:00,110.0,121.0,4.8,7.8,18.8,42,847.5,0,1,
2023-04-03 06:40:00,2023-04-03 12:40:00,31.0,43.0,3.8,6.8,18.7,38,847.4,0,0,
2023-04-03 06:30:00,2023-04-03 12:30:00,350.0,307.0,5,7.5,18.8,36,847.3,0,0,
2023-04-03 06:20:00,2023-04-03 12:20:00,340.0,315.0,4.6,7.4,18.9,35,847.2,0,0,
2023-04-03 06:10:00,2023-04-03 12:10:00,308.0,313.0,5.5,9.5,19.1,36,847.1,0,0,
2023-04-03 06:00:00,2023-04-03 12:00:00,320.0,265.0,4.5,8,19.4,38,847,0,0,
2023-04-03 05:50:00,2023-04-03 11:50:00,295.0,311.0,5.6,9.4,19.5,38,846.9,0,0,
2023-04-03 05:40:00,2023-04-03 11:40:00,312.0,274.0,4.5,8.1,19.4,38,846.9,0,0,
2023-04-03 05:30:00,2023-04-03 11:30:00,295.0,268.0,5.4,9.5,19.3,37,846.8,0,0,
2023-04-03 05:20:00,2023-04-03 11:20:00,329.0,301.0,4,6.7,19.3,37,846.7,0,0,
2023-04-03 05:10:00,2023-04-03 11:10:00,343.0,298.0,2.3,8.5,19.2,38,846.7,0,0,
2023-04-03 05:00:00,2023-04-03 11:00:00,351.0,344.0,3.4,5,19.3,39,846.6,0,0,
2023-04-03 04:50:00,2023-04-03 10:50:00,342.0,332.0,3.2,5.7,19.4,38,846.6,0,0,
2023-04-03 04:40:00,2023-04-03 10:40:00,329.0,265.0,4.5,8.5,19.6,37,846.6,0,0,
2023-04-03 04:30:00,2023-04-03 10:30:00,283.0,257.0,4.6,8.4,19.6,36,846.6,0,0,
2023-04-03 04:20:00,2023-04-03 10:20:00,334.0,171.0,2.7,6.1,19.6,34,846.6,0,,
2023-04-03 04:10:00,2023-04-03 10:10:00,352.0,343.0,2.5,4.4,19.7,33,846.6,0,,
2023-04-03 04:00:00,2023-04-03 10:00:00,15.0,12.0,3.2,4.7,19.7,34,846.5,0,,
2023-04-03 03:50:00,2023-04-03 09:50:00,18.0,29.0,4.1,5.6,19.9,35,846.5,0,,
2023-04-03 03:40:00,2023-04-03 09:40:00,18.0,36.0,3.9,6.1,20.1,36,846.6,0,,
2023-04-03 03:30:00,2023-04-03 09:30:00,339.0,345.0,2.1,3.8,20.2,37,846.6,0,,
2023-04-03 03:20:00,2023-04-03 09:20:00,321.0,296.0,3.5,6,20.4,36,846.6,0,,
2023-04-03 03:10:00,2023-04-03 09:10:00,290.0,269.0,4.6,7.7,20.4,38,846.6,0,,
2023-04-03 03:00:00,2023-04-03 09:00:00,326.0,340.0,3.7,5.3,20.4,40,846.7,0,,
2023-04-03 02:50:00,2023-04-03 08:50:00,347.0,340.0,2.8,4.3,20.8,44,846.7,0,,
2023-04-03 02:40:00,2023-04-03 08:40:00,309.0,310.0,4.3,8.5,21.1,44,846.8,0,,
2023-04-03 02:30:00,2023-04-03 08:30:00,300.0,220.0,6.2,16.9,21.2,44,847,0,,
2023-04-03 02:20:00,2023-04-03 08:20:00,279.0,243.0,7.3,14,21.2,43,847.1,0,,
2023-04-03 02:10:00,2023-04-03 08:10:00,288.0,292.0,5.7,8.3,21.4,38,847.2,0,,
2023-04-03 02:00:00,2023-04-03 08:00:00,279.0,256.0,6.9,11.6,21.7,41,847.2,0,,
2023-04-03 01:50:00,2023-04-03 07:50:00,273.0,247.0,10.1,24,21.4,42,847.2,0,,
2023-04-03 01:40:00,2023-04-03 07:40:00,322.0,342.0,4.1,6.1,21.4,36,847.3,0,,
2023-04-03 01:30:00,2023-04-03 07:30:00,293.0,331.0,3.2,4.9,21.6,36,847.3,0,,
2023-04-03 01:20:00,2023-04-03 07:20:00,307.0,315.0,2.3,4.9,22,36,847.4,0,,
2023-04-03 01:10:00,2023-04-03 07:10:00,287.0,274.0,5.5,8.2,22.3,37,847.4,0,,
2023-04-03 01:00:00,2023-04-03 07:00:00,272.0,282.0,6.2,13.3,22.6,37,847.5,0,,
2023-04-03 00:50:00,2023-04-03 06:50:00,276.0,282.0,5.8,9.6,22.9,34,847.5,0,,
2023-04-03 00:40:00,2023-04-03 06:40:00,268.0,262.0,7.7,13.2,23,36,847.5,0,,
2023-04-03 00:30:00,2023-04-03 06:30:00,276.0,276.0,8.1,14.4,23,37,847.4,0,,
2023-04-03 00:20:00,2023-04-03 06:20:00,270.0,237.0,11,19.4,22.9,38,847.5,0,,
2023-04-03 00:10:00,2023-04-03 06:10:00,278.0,267.0,9.5,19.2,23.2,39,847.6,0,,
2023-04-03 00:00:00,2023-04-03 06:00:00,255.0,246.0,23.8,37.6,23.7,47,847.4,0,,
2023-04-02 23:50:00,2023-04-03 05:50:00,247.0,242.0,30.2,39.4,24,47,847.4,0,,
2023-04-02 23:40:00,2023-04-03 05:40:00,252.0,243.0,22.5,40.2,24.2,43,847.4,0,,
2023-04-02 23:30:00,2023-04-03 05:30:00,263.0,241.0,16.6,27.5,24.2,40,847.5,0,,
2023-04-02 23:20:00,2023-04-03 05:20:00,255.0,240.0,23.7,41.8,24.3,45,847.4,0,,
2023-04-02 23:10:00,2023-04-03 05:10:00,246.0,245.0,33.4,43.3,24.3,47,847.3,0,,
2023-04-02 23:00:00,2023-04-03 05:00:00,246.0,239.0,31.3,40.1,24.3,48,847.3,0,,
2023-04-02 22:50:00,2023-04-03 04:50:00,243.0,238.0,34.7,42.3,24.4,48,847.2,0,,
2023-04-02 22:40:00,2023-04-03 04:40:00,239.0,236.0,36,43.2,24.8,49,847.1,0,,
2023-04-02 22:30:00,2023-04-03 04:30:00,238.0,236.0,28.1,34.4,25.2,48,847.1,0,,
2023-04-02 22:20:00,2023-04-03 04:20:00,236.0,235.0,27.6,33.3,24.8,51,847.1,0,,
2023-04-02 22:10:00,2023-04-03 04:10:00,241.0,242.0,28.4,33.9,25,50,847.1,0,,
2023-04-02 22:00:00,2023-04-03 04:00:00,243.0,233.0,27.3,35.4,25.1,47,847,0,,
2023-04-02 21:50:00,2023-04-03 03:50:00,249.0,240.0,20.3,32,25.4,45,847.1,0,,
2023-04-02 21:40:00,2023-04-03 03:40:00,267.0,241.0,11.8,26.1,25.6,37,847.1,0,,
2023-04-02 21:30:00,2023-04-03 03:30:00,266.0,242.0,12.2,30.6,25.8,36,847,0,,
2023-04-02 21:20:00,2023-04-03 03:20:00,271.0,282.0,11.8,19.3,26.2,35,846.9,0,,
2023-04-02 21:10:00,2023-04-03 03:10:00,268.0,275.0,10.5,17.7,26.6,32,846.8,0,,
2023-04-02 21:00:00,2023-04-03 03:00:00,269.0,243.0,10.6,17.9,26.8,31,846.6,0,,
2023-04-02 20:50:00,2023-04-03 02:50:00,271.0,231.0,11.6,22.6,26.9,31,846.4,0,,
2023-04-02 20:40:00,2023-04-03 02:40:00,260.0,257.0,13.6,26.1,27.2,33,846.3,0,,
2023-04-02 20:30:00,2023-04-03 02:30:00,251.0,251.0,18.9,32.7,27.3,35,846.2,0,,
2023-04-02 20:20:00,2023-04-03 02:20:00,263.0,241.0,14.2,25.5,27.2,35,846.1,0,,
2023-04-02 20:10:00,2023-04-03 02:10:00,263.0,242.0,8.8,15.1,27.4,35,845.9,0,,
2023-04-02 20:00:00,2023-04-03 02:00:00,264.0,239.0,9.7,16.9,27.4,32,845.8,0,,
2023-04-02 19:50:00,2023-04-03 01:50:00,270.0,254.0,9.7,14.1,27.5,28,845.6,0,,
2023-04-02 19:40:00,2023-04-03 01:40:00,257.0,242.0,9.1,15.1,27.1,31,845.5,0,,
2023-04-02 19:30:00,2023-04-03 01:30:00,297.0,263.0,5.4,8.7,26.7,26,845.3,0,,
2023-04-02 19:20:00,2023-04-03 01:20:00,328.0,344.0,5.2,6.4,26.5,29,845.2,0,,
2023-04-02 19:10:00,2023-04-03 01:10:00,300.0,291.0,4.5,5.5,26.6,35,845.2,0,,
2023-04-02 19:00:00,2023-04-03 01:00:00,49.0,324.0,1.9,3.9,26.9,38,845.1,0,,
2023-04-02 18:50:00,2023-04-03 00:50:00,105.0,106.0,0.6,3.8,27.1,38,845.1,0,,
2023-04-02 18:40:00,2023-04-03 00:40:00,123.0,132.0,5.5,8.5,27.3,39,844.9,0,,
2023-04-02 18:30:00,2023-04-03 00:30:00,127.0,129.0,7.4,9.2,27.5,41,844.8,0,,
2023-04-02 18:20:00,2023-04-03 00:20:00,133.0,128.0,6.2,8.3,27.6,40,844.6,0,,
2023-04-02 18:10:00,2023-04-03 00:10:00,123.0,125.0,9.2,11.3,27.7,38,844.5,0,,
2023-04-02 18:00:00,2023-04-03 00:00:00,111.0,112.0,10.5,13.4,27.6,39,844.5,0,,
2023-04-02 17:50:00,2023-04-02 23:50:00,110.0,121.0,11.8,14.7,27.7,41,844.4,0,,
2023-04-02 17:40:00,2023-04-02 23:40:00,112.0,102.0,14.6,16.8,27.6,42,844.4,0,,
2023-04-02 17:30:00,2023-04-02 23:30:00,116.0,115.0,13.8,17.1,27.6,43,844.4,0,,
2023-04-02 17:20:00,2023-04-02 23:20:00,119.0,113.0,13.7,17,27.9,41,844.4,0,,
2023-04-02 17:10:00,2023-04-02 23:10:00,131.0,138.0,10.8,12.2,27.8,38,844.5,0,,
2023-04-02 17:00:00,2023-04-02 23:00:00,119.0,117.0,13.1,15.2,27.9,38,844.5,0,,
2023-04-02 16:50:00,2023-04-02 22:50:00,131.0,129.0,11.4,13.5,27.9,36,844.6,0,,
2023-04-02 16:40:00,2023-04-02 22:40:00,130.0,132.0,10.8,12.8,27.7,37,844.7,0,,
2023-04-02 16:30:00,2023-04-02 22:30:00,132.0,134.0,8.4,10.5,27.5,35,844.8,0,,
2023-04-02 16:20:00,2023-04-02 22:20:00,133.0,117.0,9.2,12.1,27.1,36,845,0,,
2023-04-02 16:10:00,2023-04-02 22:10:00,124.0,113.0,11.5,14.9,27.1,41,845.1,0,,
2023-04-02 16:00:00,2023-04-02 22:00:00,139.0,139.0,10.4,13.3,26.9,40,845.2,0,,
2023-04-02 15:50:00,2023-04-02 21:50:00,131.0,127.0,11.6,15,27.2,41,845.4,0,,
2023-04-02 15:40:00,2023-04-02 21:40:00,141.0,146.0,9.4,11.2,27.1,41,845.5,0,,
2023-04-02 15:30:00,2023-04-02 21:30:00,139.0,133.0,9.9,11.8,27.3,41,845.7,0,,
2023-04-02 15:20:00,2023-04-02 21:20:00,140.0,149.0,5.8,9.2,27.5,39,845.9,0,,
2023-04-02 15:10:00,2023-04-02 21:10:00,145.0,145.0,6.8,9.6,27.7,37,846,0,,
