Servicio Meteorológico Nacional
Red: SMN
Estación: TIZAPAN
Estado: Jalisco
Municipio: Tizapán el Alto
Latitud (N): 20.16944444
Longitud (O): -103.0438889
Altitud: 1503

Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2023-04-04 01:50:00,2023-04-04 07:50:00,210.0,236.0,0,0,19.5,43,847.6,0,0,
2023-04-04 01:40:00,2023-04-04 07:40:00,208.0,216.0,0,0,19.5,42,847.7,0,0,
2023-04-04 01:30:00,2023-04-04 07:30:00,202.0,217.0,0,0,19.5,42,847.8,0,0,
2023-04-04 01:20:00,2023-04-04 07:20:00,205.0,197.0,0,0,19.6,42,847.9,0,0,
2023-04-04 01:10:00,2023-04-04 07:10:00,202.0,201.0,0,0,19.7,42,847.9,0,0,
2023-04-04 01:00:00,2023-04-04 07:00:00,204.0,184.0,0,0,19.7,42,847.9,0,0,
2023-04-04 00:50:00,2023-04-04 06:50:00,198.0,190.0,1,13.5,19.9,42,848.1,0,0,
2023-04-04 00:40:00,2023-04-04 06:40:00,209.0,220.0,0,0,20.1,39,848.3,0,0,
2023-04-04 00:30:00,2023-04-04 06:30:00,227.0,242.0,0,0,20.3,38,848.4,0,0,
2023-04-04 00:20:00,2023-04-04 06:20:00,218.0,213.0,0,0,20.5,34,848.4,0,0,
2023-04-04 00:10:00,2023-04-04 06:10:00,209.0,209.0,0,0,20.5,35,848.4,0,0,
2023-04-04 00:00:00,2023-04-04 06:00:00,232.0,237.0,0,0,20.7,34,848.5,0,0,
2023-04-03 23:50:00,2023-04-04 05:50:00,239.0,232.0,0,0,20.6,36,848.6,0,0,
2023-04-03 23:40:00,2023-04-04 05:40:00,247.0,269.0,0,0,20.9,37,848.6,0,0,
2023-04-03 23:30:00,2023-04-04 05:30:00,244.0,226.0,0.9,13,21.2,36,848.5,0,0,
2023-04-03 23:20:00,2023-04-04 05:20:00,233.0,252.0,4.9,16.7,21.4,36,848.4,0,0,
2023-04-03 23:10:00,2023-04-04 05:10:00,240.0,245.0,5.3,20.2,21.5,36,848.3,0,0,
2023-04-03 23:00:00,2023-04-04 05:00:00,200.0,227.0,0.2,9.4,21.8,37,848.3,0,0,
2023-04-03 22:50:00,2023-04-04 04:50:00,206.0,224.0,0.4,8.1,21.8,36,848.2,0,0,
2023-04-03 22:40:00,2023-04-04 04:40:00,210.0,231.0,1,14,21.7,37,848.2,0,0,
2023-04-03 22:30:00,2023-04-04 04:30:00,191.0,227.0,0,0,21.7,38,848.1,0,0,
2023-04-03 22:20:00,2023-04-04 04:20:00,182.0,167.0,0,0,21.8,39,848,0,0,
2023-04-03 22:10:00,2023-04-04 04:10:00,183.0,173.0,0,0,22,39,847.9,0,0,
2023-04-03 22:00:00,2023-04-04 04:00:00,251.0,246.0,0,0,22.2,39,847.6,0,0,
2023-04-03 21:50:00,2023-04-04 03:50:00,228.0,228.0,0,0,22.5,38,847.4,0,0,
2023-04-03 21:40:00,2023-04-04 03:40:00,212.0,205.0,0,0,22.7,37,847.3,0,0,
2023-04-03 21:30:00,2023-04-04 03:30:00,227.0,230.0,0,0,22.6,38,847.2,0,0,
2023-04-03 21:20:00,2023-04-04 03:20:00,207.0,203.0,4.3,18.6,22.7,39,847,0,0,
2023-04-03 21:10:00,2023-04-04 03:10:00,191.0,206.0,9.7,19.3,22.8,38,846.8,0,0,
2023-04-03 21:00:00,2023-04-04 03:00:00,192.0,186.0,10.7,20.9,23,38,846.7,0,0,
2023-04-03 20:50:00,2023-04-04 02:50:00,195.0,199.0,12.9,27.4,23.4,37,846.5,0,0,
2023-04-03 20:40:00,2023-04-04 02:40:00,182.0,186.0,18.8,28.1,24.2,36,846.2,0,0,
2023-04-03 20:30:00,2023-04-04 02:30:00,188.0,186.0,4.7,21.3,24.8,33,846,0,0,
2023-04-03 20:20:00,2023-04-04 02:20:00,200.0,174.0,0.9,13.4,24.8,32,845.7,0,0,
2023-04-03 20:10:00,2023-04-04 02:10:00,256.0,300.0,17.1,39.9,24.9,33,845.6,0,0,
2023-04-03 20:00:00,2023-04-04 02:00:00,182.0,197.0,21.1,35.9,25.3,32,845,0,0,
2023-04-03 19:50:00,2023-04-04 01:50:00,174.0,190.0,22,32.6,25.7,31,844.9,0,0,
2023-04-03 19:40:00,2023-04-04 01:40:00,177.0,172.0,21.1,34.3,26.1,30,844.8,0,0,
2023-04-03 19:30:00,2023-04-04 01:30:00,179.0,169.0,20.3,30.6,26.6,29,844.7,0,0,
2023-04-03 19:20:00,2023-04-04 01:20:00,187.0,192.0,18,28.9,27.1,27,844.6,0,0,
2023-04-03 19:10:00,2023-04-04 01:10:00,186.0,187.0,16.7,32.9,27.7,26,844.5,0,1,
2023-04-03 19:00:00,2023-04-04 01:00:00,187.0,200.0,14.5,28.2,28.3,25,844.3,0,8,
2023-04-03 18:50:00,2023-04-04 00:50:00,180.0,171.0,17.9,30.9,28.9,23,844.1,0,21,
2023-04-03 18:40:00,2023-04-04 00:40:00,187.0,185.0,3.4,20,29.4,22,844,0,36,
2023-04-03 18:30:00,2023-04-04 00:30:00,208.0,212.0,1.6,20.1,29.9,21,844,0,50,
2023-04-03 18:20:00,2023-04-04 00:20:00,208.0,205.0,4.7,20.3,30.6,20,844,0,83,
2023-04-03 18:10:00,2023-04-04 00:10:00,257.0,16.0,0,0,30.8,19,844,0,112,
2023-04-03 18:00:00,2023-04-04 00:00:00,316.0,242.0,0,0,30.8,21,843.9,0,144,
2023-04-03 17:50:00,2023-04-03 23:50:00,275.0,307.0,0,0,30.7,21,843.9,0,171,
2023-04-03 17:40:00,2023-04-03 23:40:00,311.0,319.0,0,0,30.7,20,843.8,0,200,
2023-04-03 17:30:00,2023-04-03 23:30:00,327.0,320.0,0.2,6.2,30.9,21,843.8,0,229,
2023-04-03 17:20:00,2023-04-03 23:20:00,11.0,15.0,0.5,12,31.1,24,843.8,0,261,
2023-04-03 17:10:00,2023-04-03 23:10:00,31.0,58.0,0,0,31.1,24,843.9,0,303,
2023-04-03 17:00:00,2023-04-03 23:00:00,43.0,101.0,0,0,30.8,28,843.9,0,341,
2023-04-03 16:50:00,2023-04-03 22:50:00,54.0,27.0,0.7,14.6,31.2,32,844,0,382,
2023-04-03 16:40:00,2023-04-03 22:40:00,338.0,329.0,2.9,14.6,31.4,18,844,0,421,
2023-04-03 13:30:00,2023-04-03 19:30:00,338.0,341.0,1.2,15.4,30,18,846.8,0,1055,
2023-04-03 13:20:00,2023-04-03 19:20:00,352.0,347.0,0.8,17.3,29.8,18,847,0,1065,
2023-04-03 13:10:00,2023-04-03 19:10:00,331.0,353.0,0.1,9.6,29.7,17,847.2,0,1069,
2023-04-03 13:00:00,2023-04-03 19:00:00,322.0,293.0,0.2,11.2,29.6,18,847.4,0,1069,
2023-04-03 12:50:00,2023-04-03 18:50:00,313.0,341.0,0,0,29.6,16,847.6,0,1065,
2023-04-03 12:40:00,2023-04-03 18:40:00,313.0,347.0,0.1,7.2,29.3,17,847.8,0,1059,
2023-04-03 12:30:00,2023-04-03 18:30:00,316.0,308.0,0,0,29.1,17,848,0,1055,
2023-04-03 12:20:00,2023-04-03 18:20:00,292.0,353.0,0,0,28.9,16,848.2,0,1049,
2023-04-03 12:10:00,2023-04-03 18:10:00,316.0,255.0,0,2,28.5,16,848.4,0,1041,
2023-04-03 12:00:00,2023-04-03 18:00:00,305.0,320.0,0.1,5.1,27.9,17,848.5,0,1031,
2023-04-03 11:50:00,2023-04-03 17:50:00,322.0,295.0,0.1,5.3,27.3,18,848.6,0,1020,
2023-04-03 11:40:00,2023-04-03 17:40:00,340.0,305.0,0.3,8.8,26.7,22,848.7,0,1001,
2023-04-03 11:30:00,2023-04-03 17:30:00,332.0,319.0,0,0,26.6,23,848.8,0,982,
2023-04-03 11:20:00,2023-04-03 17:20:00,311.0,322.0,1.7,15.1,26.2,24,848.9,0,961,
2023-04-03 11:10:00,2023-04-03 17:10:00,331.0,293.0,0,0,25.8,31,849,0,937,
2023-04-03 11:00:00,2023-04-03 17:00:00,344.0,8.0,0.1,2,25.2,32,849.1,0,913,
2023-04-03 10:50:00,2023-04-03 16:50:00,344.0,344.0,0.1,7.5,25,31,849.2,0,888,
2023-04-03 10:40:00,2023-04-03 16:40:00,342.0,55.0,0.4,9,24.9,32,849.2,0,861,
2023-04-03 10:30:00,2023-04-03 16:30:00,344.0,354.0,0.5,10.5,24.7,33,849.2,0,832,
2023-04-03 10:20:00,2023-04-03 16:20:00,336.0,310.0,0.1,7.7,24.9,32,849.3,0,799,
2023-04-03 10:10:00,2023-04-03 16:10:00,327.0,338.0,0,0,25.2,29,849.3,0,762,
2023-04-03 10:00:00,2023-04-03 16:00:00,318.0,231.0,0,1.5,25,30,849.3,0,726,
2023-04-03 09:50:00,2023-04-03 15:50:00,289.0,318.0,0,0,24.4,32,849.3,0,688,
2023-04-03 09:40:00,2023-04-03 15:40:00,292.0,292.0,0,0,24.2,33,849.3,0,650,
2023-04-03 09:30:00,2023-04-03 15:30:00,311.0,12.0,0,0,23.9,38,849.3,0,604,
2023-04-03 09:20:00,2023-04-03 15:20:00,305.0,280.0,0,0,23.5,38,849.3,0,570,
2023-04-03 09:10:00,2023-04-03 15:10:00,282.0,264.0,0,0,23,39,849.2,0,529,
2023-04-03 09:00:00,2023-04-03 15:00:00,230.0,222.0,0,0,22.2,42,849.2,0,488,
2023-04-03 08:50:00,2023-04-03 14:50:00,208.0,200.0,0,0,21.8,44,849.2,0,449,
2023-04-03 08:40:00,2023-04-03 14:40:00,192.0,196.0,0,0,21.1,48,849.1,0,409,
2023-04-03 08:30:00,2023-04-03 14:30:00,188.0,195.0,0,0,20.7,52,849.1,0,364,
2023-04-03 08:20:00,2023-04-03 14:20:00,188.0,182.0,0,0,20.3,52,849.1,0,318,
2023-04-03 08:10:00,2023-04-03 14:10:00,174.0,197.0,0,0,19.8,53,849,0,275,
2023-04-03 08:00:00,2023-04-03 14:00:00,180.0,185.0,1.7,11.1,19.2,54,849,0,233,
2023-04-03 07:50:00,2023-04-03 13:50:00,186.0,181.0,8.9,17.8,18.8,55,848.8,0,190,
2023-04-03 07:40:00,2023-04-03 13:40:00,182.0,181.0,1.3,13.5,18.6,56,848.7,0,147,
2023-04-03 07:30:00,2023-04-03 13:30:00,182.0,184.0,0.3,12,18.3,57,848.6,0,108,
2023-04-03 07:20:00,2023-04-03 13:20:00,190.0,192.0,0,0,18,57,848.6,0,72,
2023-04-03 07:10:00,2023-04-03 13:10:00,189.0,192.0,0,2.6,17.9,58,848.5,0,40,
2023-04-03 07:00:00,2023-04-03 13:00:00,191.0,188.0,0,0,17.9,58,848.4,0,13,
2023-04-03 06:50:00,2023-04-03 12:50:00,177.0,183.0,0,0,18,57,848.3,0,2,
2023-04-03 06:40:00,2023-04-03 12:40:00,181.0,186.0,0,0,18.1,56,848.2,0,0,
2023-04-03 06:30:00,2023-04-03 12:30:00,185.0,177.0,0,0,18.1,55,848,0,0,
2023-04-03 06:20:00,2023-04-03 12:20:00,182.0,182.0,0,0,18.4,55,847.9,0,0,
2023-04-03 06:10:00,2023-04-03 12:10:00,190.0,196.0,0.4,11.2,18.6,54,847.8,0,0,
2023-04-03 06:00:00,2023-04-03 12:00:00,181.0,184.0,0,0,18.7,54,847.8,0,0,
2023-04-03 05:50:00,2023-04-03 11:50:00,190.0,204.0,0,0,18.8,53,847.7,0,0,
2023-04-03 05:40:00,2023-04-03 11:40:00,192.0,208.0,2.2,12.7,18.9,53,847.7,0,0,
2023-04-03 05:30:00,2023-04-03 11:30:00,188.0,191.0,0,0,18.9,53,847.5,0,0,
2023-04-03 05:20:00,2023-04-03 11:20:00,191.0,193.0,0.9,15.2,19,53,847.5,0,0,
2023-04-03 05:10:00,2023-04-03 11:10:00,192.0,191.0,0,0,19.1,53,847.5,0,0,
2023-04-03 05:00:00,2023-04-03 11:00:00,190.0,193.0,0.6,15.3,19.3,54,847.4,0,0,
2023-04-03 04:50:00,2023-04-03 10:50:00,186.0,193.0,0,0,19.5,54,847.4,0,0,
2023-04-03 04:40:00,2023-04-03 10:40:00,193.0,190.0,0,0,19.4,55,847.4,0,0,
2023-04-03 04:30:00,2023-04-03 10:30:00,188.0,189.0,0,0,19.3,54,847.4,0,0,
2023-04-03 04:20:00,2023-04-03 10:20:00,188.0,189.0,0,0,19.4,54,847.4,0,0,
2023-04-03 04:10:00,2023-04-03 10:10:00,189.0,181.0,0,0,19.5,52,847.4,0,0,
2023-04-03 04:00:00,2023-04-03 10:00:00,191.0,182.0,0,3.8,19.6,52,847.4,0,0,
2023-04-03 03:50:00,2023-04-03 09:50:00,194.0,190.0,0,0,19.8,51,847.4,0,0,
2023-04-03 03:40:00,2023-04-03 09:40:00,195.0,191.0,0,0,19.9,50,847.4,0,0,
2023-04-03 03:30:00,2023-04-03 09:30:00,205.0,205.0,0,0,19.9,50,847.4,0,0,
2023-04-03 03:20:00,2023-04-03 09:20:00,214.0,213.0,0,0,19.9,50,847.4,0,0,
2023-04-03 03:10:00,2023-04-03 09:10:00,206.0,194.0,0,0,20.1,48,847.4,0,0,
2023-04-03 03:00:00,2023-04-03 09:00:00,192.0,197.0,0,0,20.3,42,847.5,0,0,
2023-04-03 02:50:00,2023-04-03 08:50:00,206.0,209.0,0,0,20.3,41,847.5,0,0,
2023-04-03 02:40:00,2023-04-03 08:40:00,207.0,202.0,0,0,20.4,43,847.6,0,0,
2023-04-03 02:30:00,2023-04-03 08:30:00,200.0,195.0,0,0,20.5,43,847.7,0,0,
2023-04-03 02:20:00,2023-04-03 08:20:00,207.0,236.0,0,0,20.4,45,847.8,0,0,
2023-04-03 02:10:00,2023-04-03 08:10:00,258.0,213.0,0,0,20.5,44,847.9,0,0,
2023-04-03 02:00:00,2023-04-03 08:00:00,196.0,185.0,0,1.9,20.8,44,847.9,0,0,
2023-04-03 01:50:00,2023-04-03 07:50:00,198.0,218.0,0,0,21,42,847.9,0,0,
2023-04-03 01:40:00,2023-04-03 07:40:00,204.0,189.0,0,0,21.1,41,848,0,0,
2023-04-03 01:30:00,2023-04-03 07:30:00,201.0,189.0,0,0,21.3,41,848,0,0,
2023-04-03 01:20:00,2023-04-03 07:20:00,218.0,235.0,0,0,21.3,40,848,0,0,
2023-04-03 01:10:00,2023-04-03 07:10:00,240.0,190.0,0,0,21.5,40,848.1,0,0,
2023-04-03 01:00:00,2023-04-03 07:00:00,210.0,220.0,0,0,21.7,40,848.2,0,0,
2023-04-03 00:50:00,2023-04-03 06:50:00,201.0,189.0,0,0,21.8,39,848.2,0,0,
2023-04-03 00:40:00,2023-04-03 06:40:00,210.0,279.0,0,0,21.9,37,848.3,0,0,
2023-04-03 00:30:00,2023-04-03 06:30:00,212.0,193.0,0,0,22,36,848.4,0,0,
2023-04-03 00:20:00,2023-04-03 06:20:00,237.0,255.0,0.8,11.8,22.1,36,848.4,0,0,
2023-04-03 00:10:00,2023-04-03 06:10:00,262.0,272.0,0.1,3.4,22.4,35,848.4,0,0,
2023-04-03 00:00:00,2023-04-03 06:00:00,247.0,256.0,0,0,22,36,848.4,0,0,
2023-04-02 23:50:00,2023-04-03 05:50:00,249.0,243.0,0,2,22,38,848.4,0,0,
2023-04-02 23:40:00,2023-04-03 05:40:00,248.0,248.0,0,0,22.3,40,848.5,0,0,
2023-04-02 23:30:00,2023-04-03 05:30:00,217.0,202.0,0,0,22.6,41,848.5,0,0,
2023-04-02 23:20:00,2023-04-03 05:20:00,228.0,208.0,0,0,22.7,41,848.5,0,0,
2023-04-02 23:10:00,2023-04-03 05:10:00,199.0,202.0,0,0,22.8,43,848.4,0,0,
2023-04-02 23:00:00,2023-04-03 05:00:00,217.0,236.0,0,0,23,43,848.4,0,0,
2023-04-02 22:50:00,2023-04-03 04:50:00,247.0,196.0,0,0,23.4,41,848.4,0,0,
2023-04-02 22:40:00,2023-04-03 04:40:00,222.0,256.0,0,0,23.7,34,848.3,0,0,
2023-04-02 22:30:00,2023-04-03 04:30:00,249.0,263.0,0.8,17.7,23.6,32,848.3,0,0,
2023-04-02 22:20:00,2023-04-03 04:20:00,213.0,197.0,0,0,23.4,42,848.3,0,0,
2023-04-02 22:10:00,2023-04-03 04:10:00,194.0,179.0,0,0,23.4,44,848.2,0,0,
2023-04-02 22:00:00,2023-04-03 04:00:00,200.0,201.0,0.1,5.1,23.6,44,848.2,0,0,
2023-04-02 21:50:00,2023-04-03 03:50:00,197.0,186.0,5.3,19.4,23.8,43,848,0,0,
2023-04-02 21:40:00,2023-04-03 03:40:00,193.0,183.0,0.4,15.3,24.2,42,847.9,0,0,
2023-04-02 21:30:00,2023-04-03 03:30:00,215.0,232.0,0,0,24.6,40,847.8,0,0,
2023-04-02 21:20:00,2023-04-03 03:20:00,191.0,176.0,1.6,15.4,24.8,39,847.6,0,0,
2023-04-02 21:10:00,2023-04-03 03:10:00,225.0,209.0,0.1,2.3,25,39,847.5,0,0,
2023-04-02 21:00:00,2023-04-03 03:00:00,231.0,183.0,6.5,22.6,25.4,38,847.2,0,0,
2023-04-02 20:50:00,2023-04-03 02:50:00,184.0,206.0,16.8,30.7,25.7,37,846.8,0,0,
2023-04-02 20:40:00,2023-04-03 02:40:00,208.0,192.0,8.5,23.1,25.7,37,846.9,0,0,
2023-04-02 20:30:00,2023-04-03 02:30:00,231.0,221.0,1.8,18.9,26,37,846.7,0,0,
2023-04-02 20:20:00,2023-04-03 02:20:00,193.0,177.0,18.4,31.4,26.3,36,846.5,0,0,
2023-04-02 20:10:00,2023-04-03 02:10:00,191.0,207.0,13.8,26.6,26.7,35,846.3,0,0,
2023-04-02 20:00:00,2023-04-03 02:00:00,187.0,192.0,14.7,25.6,27.1,33,846.1,0,0,
2023-04-02 19:50:00,2023-04-03 01:50:00,188.0,186.0,19.5,29.1,27.6,31,845.9,0,0,
2023-04-02 19:40:00,2023-04-03 01:40:00,185.0,183.0,16.1,27.1,27.9,30,845.8,0,0,
2023-04-02 19:30:00,2023-04-03 01:30:00,188.0,205.0,0,0,28.3,29,845.7,0,0,
2023-04-02 19:20:00,2023-04-03 01:20:00,188.0,189.0,0,0,28.7,27,845.7,0,0,
2023-04-02 19:10:00,2023-04-03 01:10:00,190.0,184.0,1.8,17.6,29.1,25,845.5,0,1,
2023-04-02 19:00:00,2023-04-03 01:00:00,182.0,192.0,0.3,8,29.3,24,845.5,0,9,
2023-04-02 18:50:00,2023-04-03 00:50:00,170.0,166.0,0.8,15.8,29.3,20,845.4,0,17,
2023-04-02 18:40:00,2023-04-03 00:40:00,155.0,152.0,0,0,29.3,18,845.4,0,30,
2023-04-02 18:30:00,2023-04-03 00:30:00,135.0,129.0,0,0,29.5,18,845.3,0,48,
2023-04-02 18:20:00,2023-04-03 00:20:00,120.0,96.0,0,0,29.7,20,845.2,0,67,
2023-04-02 18:10:00,2023-04-03 00:10:00,79.0,86.0,0,0,30.1,19,845.2,0,80,
2023-04-02 18:00:00,2023-04-03 00:00:00,54.0,39.0,0,0,30.7,21,845.1,0,128,
2023-04-02 17:50:00,2023-04-02 23:50:00,52.0,2.0,0,0,30.9,19,845.2,0,183,
2023-04-02 17:40:00,2023-04-02 23:40:00,75.0,84.0,0,1.7,31.2,19,845.2,0,206,
2023-04-02 17:30:00,2023-04-02 23:30:00,73.0,9.0,0,2.1,32.1,17,845.2,0,228,
2023-04-02 17:20:00,2023-04-02 23:20:00,31.0,67.0,0,0,32,17,845.2,0,249,
2023-04-02 17:10:00,2023-04-02 23:10:00,15.0,17.0,0,0,31.6,16,845.3,0,262,
2023-04-02 17:00:00,2023-04-02 23:00:00,58.0,112.0,0,0,31.7,16,845.3,0,290,
2023-04-02 16:50:00,2023-04-02 22:50:00,82.0,34.0,0,0,32.5,16,845.4,0,395,
2023-04-02 16:40:00,2023-04-02 22:40:00,31.0,79.0,0,2.5,32.8,16,845.5,0,439,
2023-04-02 16:30:00,2023-04-02 22:30:00,36.0,52.0,0,3.2,32.6,16,845.6,0,484,
2023-04-02 16:20:00,2023-04-02 22:20:00,46.0,76.0,0.2,9.6,32.3,17,845.7,0,528,
2023-04-02 16:10:00,2023-04-02 22:10:00,1.0,348.0,0,1.7,31.7,16,845.8,0,574,
2023-04-02 16:00:00,2023-04-02 22:00:00,7.0,341.0,0,0,31.8,16,845.9,0,621,
2023-04-02 15:50:00,2023-04-02 21:50:00,37.0,40.0,0,0,32.4,16,846.1,0,661,
2023-04-02 15:40:00,2023-04-02 21:40:00,33.0,9.0,0,0,31.9,17,846.3,0,701,
2023-04-02 15:30:00,2023-04-02 21:30:00,11.0,17.0,0.2,9.4,31.6,16,846.4,0,745,
2023-04-02 15:20:00,2023-04-02 21:20:00,27.0,49.0,0,0,31.7,16,846.6,0,792,
2023-04-02 15:10:00,2023-04-02 21:10:00,33.0,326.0,0,0,31.2,18,846.7,0,837,
2023-04-02 15:00:00,2023-04-02 21:00:00,38.0,169.0,0,0,30.7,19,847,0,874,
